depth_metres,twtt_seconds,interval_velocity_time_mean,vint_std,rms_velocity_time_mean,vrms_std
881.0,1.200607906690199,1468.0,2.0,1458.0,4.0
883.0,1.2032762912084447,1468.0,2.0,1458.0,4.0
885.0,1.2059398296594417,1468.0,2.0,1458.0,4.0
887.0,1.2086078312821413,1468.0,2.0,1458.0,4.0
889.0,1.2112776531940268,1468.0,2.0,1458.0,4.0
891.0,1.2139400624623105,1468.0,2.0,1458.0,4.0
893.0,1.2166032260790194,1468.0,2.0,1458.0,4.0
895.0,1.2192826600763433,1468.0,2.0,1458.0,4.0
897.0,1.2219589771848371,1468.0,2.0,1458.0,4.0
899.0,1.2246233462765235,1468.0,2.0,1458.0,4.0
901.0,1.2272871600800366,1469.0,2.0,1458.0,4.0
903.0,1.2299504426050996,1469.0,2.0,1458.0,4.0
905.0,1.2326119129153088,1469.0,2.0,1458.0,4.0
907.0,1.2352826343270418,1469.0,2.0,1458.0,4.0
909.0,1.237943200006667,1469.0,2.0,1458.0,4.0
911.0,1.2406071373311052,1469.0,2.0,1458.0,4.0
913.0,1.2432866150476127,1469.0,2.0,1458.0,4.0
915.0,1.2459566568959421,1469.0,2.0,1458.0,4.0
917.0,1.2486240811981268,1469.0,2.0,1458.0,4.0
919.0,1.2512863303942854,1469.0,2.0,1458.0,4.0
921.0,1.2539489784128308,1469.0,2.0,1458.0,4.0
923.0,1.256611480902598,1469.0,2.0,1458.0,4.0
925.0,1.2592816723597102,1469.0,2.0,1458.0,4.0
927.0,1.2619417028811668,1469.0,2.0,1458.0,4.0
929.0,1.2646031516091538,1469.0,2.0,1458.0,4.0
931.0,1.2672737671673977,1469.0,2.0,1458.0,4.0
933.0,1.26993623960837,1469.0,2.0,1458.0,4.0
935.0,1.2725987463389485,1469.0,2.0,1458.0,4.0
937.0,1.2752646643586607,1469.0,2.0,1458.0,4.0
939.0,1.2779260609811922,1469.0,2.0,1458.0,4.0
941.0,1.2805868204516069,1469.0,2.0,1458.0,4.0
943.0,1.2832541082978628,1469.0,2.0,1458.0,4.0
945.0,1.2859209025611125,1469.0,2.0,1458.0,4.0
946.0,1.2885814527172643,1469.0,2.0,1458.0,4.0
948.0,1.2912522023259234,1469.0,2.0,1458.0,4.0
950.0,1.2939262714282664,1469.0,2.0,1458.0,4.0
952.0,1.296587346488394,1469.0,2.0,1458.0,4.0
954.0,1.2992584613522415,1469.0,2.0,1458.0,4.0
956.0,1.3019184230401775,1469.0,2.0,1458.0,4.0
958.0,1.3045779009561427,1469.0,2.0,1458.0,4.0
960.0,1.3072381388688987,1469.0,2.0,1458.0,4.0
962.0,1.3098896260817108,1469.0,2.0,1458.0,4.0
964.0,1.3125548057542071,1469.0,2.0,1458.0,4.0
966.0,1.3152294119219148,1469.0,2.0,1458.0,4.0
968.0,1.3178991597894858,1469.0,2.0,1458.0,4.0
970.0,1.3205588093415723,1469.0,2.0,1458.0,4.0
972.0,1.323217701845284,1469.0,2.0,1458.0,4.0
974.0,1.3258758671829505,1469.0,2.0,1458.0,4.0
976.0,1.328535109924998,1469.0,2.0,1458.0,4.0
978.0,1.3311940376999967,1469.0,2.0,1458.0,4.0
980.0,1.3338530480925992,1469.0,2.0,1458.0,4.0
982.0,1.3365041559361026,1469.0,2.0,1458.0,4.0
984.0,1.3391622638378846,1469.0,2.0,1458.0,4.0
986.0,1.341889432352119,1469.0,2.0,1458.0,4.0
988.0,1.3446104898784081,1469.0,2.0,1458.0,4.0
